source_id,original_path,filename,extension,byte_size,sha256,exact_duplicate_group,near_duplicate_group,document_type,subject,temporal/status_classification,authority_classification,disposition,reconstructed_document_id,superseded_by,duplicate_of,notes
SRC-0122,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md,FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md,.md,67039,0f625e66d9f6b35a0569854a71ac482de28d0cc2686f5e9676dd1b93d1fc91ce,EDG-005,NDG-017,MARKDOWN,"Audits, Remediation and Baseline Evolution",HISTORICAL,HISTORICAL_SUPPORT,RETAIN_AS_DECISION_HISTORY,COR-HIST-001,,,"Audit/remediation/decision-history evidence; subject content is consolidated, original remains in immutable archive."
SRC-0123,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/FOUNDATIONAL-DECISIONS-BRIEF.md,FOUNDATIONAL-DECISIONS-BRIEF.md,.md,68529,47ca0be904cdbcb54e536d9c06cb307b5f2a1303f278751f2406223ef37f3c07,EDG-026,NDG-018,MARKDOWN,"Audits, Remediation and Baseline Evolution",HISTORICAL,HISTORICAL_SUPPORT,MERGE_INTO_RECONSTRUCTED_DOCUMENT,COR-HIST-001,,,Historically canonical/supporting in its package; superseded for current product meaning by accepted Product Discovery where applicable.
SRC-0124,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/PRE-IMPLEMENTATION-BASELINE-REPORT.md,PRE-IMPLEMENTATION-BASELINE-REPORT.md,.md,6305,2605abb52242ed2eb90a8a260c7a0aee9f925bd3098b7fa716906963aa01ead1,EDG-015,,MARKDOWN,"Information Quality, Corrections and Community Inputs",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-QUAL-001,,SRC-0007,Exact byte duplicate of SRC-0007 (PRE-IMPLEMENTATION-BASELINE-REPORT.md).
SRC-0125,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/RECONCILIATION-DECISION-AUDIT.md,RECONCILIATION-DECISION-AUDIT.md,.md,39718,c0f9a0334d0b2d1ffae96b2410236cc97b4b7faa63c9033be70f51e38135fa1c,EDG-066,,MARKDOWN,"Audits, Remediation and Baseline Evolution",HISTORICAL,HISTORICAL_SUPPORT,RETAIN_AS_DECISION_HISTORY,COR-HIST-001,,,"Audit/remediation/decision-history evidence; subject content is consolidated, original remains in immutable archive."
SRC-0126,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/RECONCILIATION-EXECUTIVE-SUMMARY.md,RECONCILIATION-EXECUTIVE-SUMMARY.md,.md,14231,a1ead90abbac894a14cda279d33f5584abd02d9b30975b8d2deb713ff6012268,EDG-052,,MARKDOWN,"Audits, Remediation and Baseline Evolution",HISTORICAL,HISTORICAL_SUPPORT,RETAIN_AS_DECISION_HISTORY,COR-HIST-001,,,"Audit/remediation/decision-history evidence; subject content is consolidated, original remains in immutable archive."
SRC-0127,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/SECOND-ORDER-ARCHITECTURE-REVIEW.md,SECOND-ORDER-ARCHITECTURE-REVIEW.md,.md,75337,dc2e37f8cdc76a14a61bece90eb68f67e65637af0c9befdbb45d111d6176a6cc,EDG-076,,MARKDOWN,Historical Platform and Application Architecture,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-TECH-001,,SRC-0529,Exact byte duplicate of SRC-0529 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/SECOND-ORDER-ARCHITECTURE-REVIEW.md).
SRC-0128,StudyNexus-Independent-Audit-Package-v4/05-PRODUCT-STRATEGY/MERGED-AUDIT-OF-STUDYNEXUS-PLAN.md,MERGED-AUDIT-OF-STUDYNEXUS-PLAN.md,.md,147251,9bba661f7492371c199519d5a6e331d7ca8951f6fc0307110764f31b5cfbbb2e,,,MARKDOWN,"Historical Domain, DDD and Aggregate Design",HISTORICAL,HISTORICAL_SUPPORT,RETAIN_AS_DECISION_HISTORY,COR-TECH-002,StudyNexus-Canonical-Product-Discovery-FINAL.md for current product meaning,,"Audit/remediation/decision-history evidence; subject content is consolidated, original remains in immutable archive."
SRC-0129,StudyNexus-Independent-Audit-Package-v4/05-PRODUCT-STRATEGY/PRODUCT-DISCOVERY-CHALLENGE.md,PRODUCT-DISCOVERY-CHALLENGE.md,.md,60752,167f7c10fe1b72837a6318c791a3d9c1642846648ce4664824473a5a17de688c,EDG-009,,MARKDOWN,Search vs Discovery,HISTORICAL,HISTORICAL_SUPPORT,MERGE_INTO_RECONSTRUCTED_DOCUMENT,COR-SEARCH-001,StudyNexus-Canonical-Product-Discovery-FINAL.md for current product meaning,,Unique historical source consolidated by subject; original preserved.
SRC-0130,StudyNexus-Independent-Audit-Package-v4/05-PRODUCT-STRATEGY/README.md,README.md,.md,1583,c5e2a25710116b819a95035d480be8fa7608dad8185632ee20ec04fadef11922,,,MARKDOWN,"Handoff, Manifest and Archive Structure History",ARCHIVE_ONLY,ARCHIVE_REFERENCE,ARCHIVE_ONLY,COR-HIST-003,,,Package/archive scaffolding retained in source ledger and archive-history dossier.
SRC-0131,StudyNexus-Independent-Audit-Package-v4/06-DATA-ACQUISITION/30-data-acquisition-pipeline-HISTORICAL.md,30-data-acquisition-pipeline-HISTORICAL.md,.md,19684,18c7c1d07abf6b1f66eb4a5a234f462335bc293f2356bc00e410b1a670e28c69,EDG-011,NDG-005,MARKDOWN,"Data Acquisition, Ingestion and Reconciliation",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-ACQ-001,,SRC-0510,Exact byte duplicate of SRC-0510 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/30-data-acquisition-pipeline.md).
SRC-0132,StudyNexus-Independent-Audit-Package-v4/06-DATA-ACQUISITION/README.md,README.md,.md,1224,371305f795c488707fb9deceb0ef0fe049ccc6e8645601b54d567376b9cbf71f,,,MARKDOWN,"Handoff, Manifest and Archive Structure History",ARCHIVE_ONLY,ARCHIVE_REFERENCE,ARCHIVE_ONLY,COR-HIST-003,,,Package/archive scaffolding retained in source ledger and archive-history dossier.
SRC-0133,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/01-business-overview.md,01-business-overview.md,.md,12843,70a5bd289c8b2945350cc3dfe27a6f727db770e84a5f60740f529db457c5fde4,EDG-036,,MARKDOWN,Product Definition and Scope Governance,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-PROD-001,,SRC-0484,Exact byte duplicate of SRC-0484 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/01-business-overview.md).
SRC-0134,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/03-approved-decisions.md,03-approved-decisions.md,.md,16118,2cea05b2ef3eca41cd7ea37c6b5f9a3246d462eab178a2a4b385ea30335ee620,EDG-017,,MARKDOWN,Decision and Evolution,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-DEC-001,,SRC-0486,Exact byte duplicate of SRC-0486 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/03-approved-decisions.md).
SRC-0135,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/04-open-questions.md,04-open-questions.md,.md,7981,11962f984e517c02f753b9b25030e2c1257e98d4169f4be2d5790903792055f4,EDG-006,,MARKDOWN,Open Questions and Unresolved Matters,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-DEC-002,,SRC-0487,Exact byte duplicate of SRC-0487 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/04-open-questions.md).
SRC-0136,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/09-business-discovery-freeze.md,09-business-discovery-freeze.md,.md,4487,c1dfad3462d93eaf6070bc556eb819183316c2fa44e110ad57f9c0a1fdfc428c,EDG-068,,MARKDOWN,"Governance, Authority and Change Control",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-GOV-001,,SRC-0491,Exact byte duplicate of SRC-0491 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/09-business-discovery-freeze.md).
SRC-0137,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/14-architectural-review-global-domain.md,14-architectural-review-global-domain.md,.md,34976,15eebf8a7845c74a562e971baffc4ca07f66207b0eb75555deb14dc13a1b2279,EDG-008,,MARKDOWN,"Historical Domain, DDD and Aggregate Design",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-TECH-002,,SRC-0495,Exact byte duplicate of SRC-0495 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/14-architectural-review-global-domain.md).
SRC-0138,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/21-domain-architecture-frozen-baseline.md,21-domain-architecture-frozen-baseline.md,.md,108803,5714e0c76d2cc9c87b61af4eea0a267ffbaf815376332f9b84d5e1c97de1ba9c,EDG-027,,MARKDOWN,"Historical Domain, DDD and Aggregate Design",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-TECH-002,,SRC-0502,Exact byte duplicate of SRC-0502 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/21-domain-architecture-frozen-baseline.md).
SRC-0139,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/22-post-freeze-platform-architecture-review.md,22-post-freeze-platform-architecture-review.md,.md,79823,886716950b7b3ba5a9dfcef3fedcfb467eb66b1c3860b80323d43b856f308da3,EDG-043,,MARKDOWN,Historical Platform and Application Architecture,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-TECH-001,,SRC-0503,Exact byte duplicate of SRC-0503 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/22-post-freeze-platform-architecture-review.md).
SRC-0140,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/23-laravel-ecosystem-build-vs-buy-review.md,23-laravel-ecosystem-build-vs-buy-review.md,.md,116374,c09fa4f087aca72d3921e8525450afef3d9edd9c719fd211c77268743be52c29,EDG-065,,MARKDOWN,Historical Platform and Application Architecture,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-TECH-001,,SRC-0504,Exact byte duplicate of SRC-0504 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/23-laravel-ecosystem-build-vs-buy-review.md).
SRC-0141,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/24-final-platform-and-capability-architecture.md,24-final-platform-and-capability-architecture.md,.md,117115,217973d4b8416b598b5f2bcca737799bed40d08d73756fabbc524549ad91b9fa,EDG-014,,MARKDOWN,"Historical Domain, DDD and Aggregate Design",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-TECH-002,,SRC-0505,Exact byte duplicate of SRC-0505 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/24-final-platform-and-capability-architecture.md).
SRC-0142,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/26-pre-implementation-reconciliation.md,26-pre-implementation-reconciliation.md,.md,57858,fd8691af9a925206dd726cbf32983d1873304fe2f9a387ab51c558a6b0d711ad,EDG-083,,MARKDOWN,Historical Platform and Application Architecture,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-TECH-001,,SRC-0506,Exact byte duplicate of SRC-0506 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/26-pre-implementation-reconciliation.md).
SRC-0143,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/27-final-corrected-pre-implementation-blueprint.md,27-final-corrected-pre-implementation-blueprint.md,.md,85973,c9a0bdaf8cc2c3e8fd18ee1440e025737e821477605e34cb57f68d57cf55a8b9,EDG-070,,MARKDOWN,Historical Platform and Application Architecture,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-TECH-001,,SRC-0507,Exact byte duplicate of SRC-0507 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/27-final-corrected-pre-implementation-blueprint.md).
SRC-0144,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/29-rbac-decision.md,29-rbac-decision.md,.md,4203,992b84c7d063f6b4a9d7db3209d98030705a650c76ad81397f1cd23e391910f7,EDG-049,,MARKDOWN,"Historical RBAC, Authentication and Authorization",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-TECH-004,,SRC-0509,Exact byte duplicate of SRC-0509 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/29-rbac-decision.md).
SRC-0145,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/PRE-IMPLEMENTATION-BASELINE-V2-MANIFEST.md,PRE-IMPLEMENTATION-BASELINE-V2-MANIFEST.md,.md,8355,83d306f7bdf21ace0f44920e572ce82ae14a7b641ac863b6f7a3a9e407473c9f,,NDG-024,MARKDOWN,"Handoff, Manifest and Archive Structure History",ARCHIVE_ONLY,ARCHIVE_REFERENCE,ARCHIVE_ONLY,COR-HIST-003,,,Package/archive scaffolding retained in source ledger and archive-history dossier.
SRC-0146,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/PRE-IMPLEMENTATION-BASELINE-V2-README.md,PRE-IMPLEMENTATION-BASELINE-V2-README.md,.md,4722,bc1cd7d984976e2f17c0dc0d47dcd12951f0b832045ec4e8b44edd529649d0e5,EDG-062,,MARKDOWN,"Audits, Remediation and Baseline Evolution",HISTORICAL,HISTORICAL_SUPPORT,MERGE_INTO_RECONSTRUCTED_DOCUMENT,COR-HIST-001,,,Historical baseline/source material consolidated by subject; original preserved.
SRC-0147,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/PRE-IMPLEMENTATION-BASELINE-V2-REPORT.md,PRE-IMPLEMENTATION-BASELINE-V2-REPORT.md,.md,8615,2153a8aa834de3cc41e0fd645a23130470617ff0cee9472dd8ea59960c220c2c,EDG-013,,MARKDOWN,"Audits, Remediation and Baseline Evolution",HISTORICAL,HISTORICAL_SUPPORT,MERGE_INTO_RECONSTRUCTED_DOCUMENT,COR-HIST-001,,,Historical baseline/source material consolidated by subject; original preserved.
SRC-0148,StudyNexus-Independent-Audit-Package-v4/08-INDEPENDENT-AUDIT-GUIDE/AUDIT-QUESTIONS.md,AUDIT-QUESTIONS.md,.md,7379,5fd19d6ee0480db7740b9eb9f01e0b18d5718a6e6272542e5e1d3a00c27cf71c,,,MARKDOWN,"Audits, Remediation and Baseline Evolution",HISTORICAL,HISTORICAL_SUPPORT,RETAIN_AS_DECISION_HISTORY,COR-HIST-001,,,"Audit/remediation/decision-history evidence; subject content is consolidated, original remains in immutable archive."
SRC-0149,StudyNexus-Independent-Audit-Package-v4/08-INDEPENDENT-AUDIT-GUIDE/INDEPENDENT-AUDIT-BRIEF.md,INDEPENDENT-AUDIT-BRIEF.md,.md,4130,000eaaf8f9365a9d88955be8662012a1a9bbcc7066f98103b297aaad0d344c12,,,MARKDOWN,"Audits, Remediation and Baseline Evolution",HISTORICAL,HISTORICAL_SUPPORT,RETAIN_AS_DECISION_HISTORY,COR-HIST-001,,,"Audit/remediation/decision-history evidence; subject content is consolidated, original remains in immutable archive."
SRC-0150,StudyNexus-Independent-Audit-Package-v4/MANIFEST.md,MANIFEST.md,.md,12381,461613324cf828ef9f12eb0578c745011bfa4f18df4d9d7c238c4fbe9e65fa55,,,MARKDOWN,"Handoff, Manifest and Archive Structure History",ARCHIVE_ONLY,ARCHIVE_REFERENCE,ARCHIVE_ONLY,COR-HIST-003,,,Package/archive scaffolding retained in source ledger and archive-history dossier.
SRC-0151,StudyNexus-Independent-Audit-Package-v4/STUDYNEXUS-INDEPENDENT-AUDIT-PACKAGE-V3-REPORT.md,STUDYNEXUS-INDEPENDENT-AUDIT-PACKAGE-V3-REPORT.md,.md,6094,a99ac38a3c41603e8064fb83c18b6560c3a00a3ec8cb3139e221381ad817f30c,,,MARKDOWN,"Audits, Remediation and Baseline Evolution",HISTORICAL,HISTORICAL_SUPPORT,RETAIN_AS_DECISION_HISTORY,COR-HIST-001,,,"Audit/remediation/decision-history evidence; subject content is consolidated, original remains in immutable archive."
SRC-0152,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/00-documentation-audit-report.md,00-documentation-audit-report.md,.md,39641,5de4bd505d046ac30d4344cf9d99b8249c1f0debd8047e3d4659526bf0a4a21e,EDG-032,,MARKDOWN,"Audits, Remediation and Baseline Evolution",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-HIST-001,,SRC-0482,Exact byte duplicate of SRC-0482 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/00-documentation-audit-report.md).
SRC-0153,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/00-reconciliation-proposal.md,00-reconciliation-proposal.md,.md,30005,d3945637546b8b69a4e11e8623719ff34c8314dce3f9cc9605603d3aa675eae3,EDG-073,,MARKDOWN,"Rejected, Deferred and Exploratory Proposals",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-HIST-002,,SRC-0483,Exact byte duplicate of SRC-0483 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/00-reconciliation-proposal.md).
SRC-0154,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/01-business-overview.md,01-business-overview.md,.md,12843,70a5bd289c8b2945350cc3dfe27a6f727db770e84a5f60740f529db457c5fde4,EDG-036,,MARKDOWN,Product Definition and Scope Governance,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-PROD-001,,SRC-0484,Exact byte duplicate of SRC-0484 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/01-business-overview.md).
SRC-0155,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/02-glossary.md,02-glossary.md,.md,8538,a64bc423478e4c75cc5459bd69f0961c61f6c9d0155a163db003f1e9178b20bc,EDG-053,,MARKDOWN,Terminology and Vocabulary Evolution,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-DOM-004,,SRC-0485,Exact byte duplicate of SRC-0485 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/02-glossary.md).
SRC-0156,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/03-approved-decisions.md,03-approved-decisions.md,.md,16118,2cea05b2ef3eca41cd7ea37c6b5f9a3246d462eab178a2a4b385ea30335ee620,EDG-017,,MARKDOWN,Decision and Evolution,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-DEC-001,,SRC-0486,Exact byte duplicate of SRC-0486 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/03-approved-decisions.md).
SRC-0157,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/04-open-questions.md,04-open-questions.md,.md,7981,11962f984e517c02f753b9b25030e2c1257e98d4169f4be2d5790903792055f4,EDG-006,,MARKDOWN,Open Questions and Unresolved Matters,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-DEC-002,,SRC-0487,Exact byte duplicate of SRC-0487 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/04-open-questions.md).
SRC-0158,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/06-business-workflows.md,06-business-workflows.md,.md,20707,717c602d5b612f3193ab87f473b026b69872a298f7294d71cf1d3f4ddea57f3d,EDG-037,,MARKDOWN,"Users, Problems and Core Jobs",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-JOURNEY-001,,SRC-0488,Exact byte duplicate of SRC-0488 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/06-business-workflows.md).
SRC-0159,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/07-business-discovery-closure.md,07-business-discovery-closure.md,.md,11123,6ed21ab4b355541e3a5c8a4cd860a7b06b8f438ea6ea7a162bd4d7f841b64129,EDG-035,,MARKDOWN,Product Definition and Scope Governance,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-PROD-001,,SRC-0489,Exact byte duplicate of SRC-0489 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/07-business-discovery-closure.md).
SRC-0160,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/08-traceability-matrix.md,08-traceability-matrix.md,.md,12765,fbbb93de3459a14257b4a82286e6f71d5c42a2f50765e6da0a4d594e795d5530,EDG-080,,MARKDOWN,"Users, Problems and Core Jobs",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-JOURNEY-001,,SRC-0490,Exact byte duplicate of SRC-0490 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/08-traceability-matrix.md).
SRC-0161,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/09-business-discovery-freeze.md,09-business-discovery-freeze.md,.md,4487,c1dfad3462d93eaf6070bc556eb819183316c2fa44e110ad57f9c0a1fdfc428c,EDG-068,,MARKDOWN,"Governance, Authority and Change Control",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-GOV-001,,SRC-0491,Exact byte duplicate of SRC-0491 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/09-business-discovery-freeze.md).
SRC-0162,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/11-domain-discovery-topic2.md,11-domain-discovery-topic2.md,.md,92266,b30bcbe451451ab34c823d5257b0050b5dd9917acd788264577a2023766aa0dd,EDG-058,,MARKDOWN,"Business Rules, Requirements and Invariants",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-REQ-001,,SRC-0492,Exact byte duplicate of SRC-0492 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/11-domain-discovery-topic2.md).
SRC-0163,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/12-domain-discovery-topic2-revision.md,12-domain-discovery-topic2-revision.md,.md,62702,0ed1e8597ec733b16ca8f0951550125cac027815fda817bf2671b8e3626ac3c3,EDG-004,,MARKDOWN,Admissions and Admission Cycles,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-ADM-001,,SRC-0493,Exact byte duplicate of SRC-0493 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/12-domain-discovery-topic2-revision.md).
SRC-0164,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/13-domain-discovery-consolidation.md,13-domain-discovery-consolidation.md,.md,75673,82d25a326e4676a9e83c11279c28c2bfe916eb56e3d605e4df2590b340be4f07,EDG-042,,MARKDOWN,"Historical Domain, DDD and Aggregate Design",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-TECH-002,,SRC-0494,Exact byte duplicate of SRC-0494 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/13-domain-discovery-consolidation.md).
SRC-0165,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/14-architectural-review-global-domain.md,14-architectural-review-global-domain.md,.md,34976,15eebf8a7845c74a562e971baffc4ca07f66207b0eb75555deb14dc13a1b2279,EDG-008,,MARKDOWN,"Historical Domain, DDD and Aggregate Design",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-TECH-002,,SRC-0495,Exact byte duplicate of SRC-0495 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/14-architectural-review-global-domain.md).
SRC-0166,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/15-domain-discovery-topic4-behaviour.md,15-domain-discovery-topic4-behaviour.md,.md,139882,8be2133dd4302515abd32ae97d4264deda9ae5577a7caf66dd89bc9125ab29cc,EDG-044,,MARKDOWN,"Business Rules, Requirements and Invariants",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-REQ-001,,SRC-0496,Exact byte duplicate of SRC-0496 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/15-domain-discovery-topic4-behaviour.md).
SRC-0167,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/16-domain-discovery-topic3.md,16-domain-discovery-topic3.md,.md,98591,f6ce0caa6457b3b573ea7ef4f245c563eac474958ad2c37dca96d2dcf6d76608,EDG-079,,MARKDOWN,"Historical Domain, DDD and Aggregate Design",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-TECH-002,,SRC-0497,Exact byte duplicate of SRC-0497 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/16-domain-discovery-topic3.md).
SRC-0168,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/17-domain-integrity-review.md,17-domain-integrity-review.md,.md,56794,208a4a7610ee77bd3ea92175ca7781200b2ca5122b0dcdd95e6e197a5445ba46,EDG-012,,MARKDOWN,"Historical Domain, DDD and Aggregate Design",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-TECH-002,,SRC-0498,Exact byte duplicate of SRC-0498 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/17-domain-integrity-review.md).
SRC-0169,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/18-domain-resolution-analysis.md,18-domain-resolution-analysis.md,.md,67941,8e9a38de60815f397e77a4631f3d845042dd186e5b018280fb8451dd6b0bab0c,EDG-046,,MARKDOWN,"Historical Domain, DDD and Aggregate Design",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-TECH-002,,SRC-0499,Exact byte duplicate of SRC-0499 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/18-domain-resolution-analysis.md).
SRC-0170,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/19-domain-architecture.md,19-domain-architecture.md,.md,114709,0d9e019903321b227c8d399c14a8aa926e7f78c90361653145dc9a25afd4561b,EDG-003,,MARKDOWN,"Historical Domain, DDD and Aggregate Design",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-TECH-002,,SRC-0500,Exact byte duplicate of SRC-0500 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/19-domain-architecture.md).
