unique_content_id,representative_path,duplicate_copy_count,file_classification,semantically_examined,product_relevant_evidence_found,claim_ids_derived,decision_ids_derived,discovery_problem_findings,changed_canonical_conclusion,final_disposition,disposition_reason
f41b75af0c3596180ab82408e9f381987005bcf46f2de61904df35f79c3e04e9,StudyNexus-Independent-Audit-Package-v4/00-ORIENTATION/CURRENT-STATE-MAP.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: TRUST_PROVENANCE, SEARCH_DISCOVERY_SEO",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
d72db96e0b0d8fe6d56021d0b5115104d02969d888dc5124bbee7957fff1f724,StudyNexus-Independent-Audit-Package-v4/00-ORIENTATION/PACKAGE-SCOPE.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, CONTENT_NEWS, SEARCH_DISCOVERY_SEO",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
d18fb0b8545feee07d17764cfc7e756ad866a25917eaf1fa234c93f161d92249,StudyNexus-Independent-Audit-Package-v4/00-ORIENTATION/README.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: CONTENT_NEWS, SEARCH_DISCOVERY_SEO",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
b20f567391416ae3be450b10014418c61a794ca1e42e9a1556d802578f2e9535,StudyNexus-Independent-Audit-Package-v4/01-CANONICAL/02-decisions.md,0,MIXED/HISTORICAL,YES,YES,,,"Categories observed: PRODUCT_IDENTITY, USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,HISTORICAL_EVIDENCE,Examined for potentially meaningful discovery; disposition reflects mixed historical value.
e6f73f2f4f1d02893cc4f30c9ab3fe58d37d5b32620d1a9f94476616031d2e8b,StudyNexus-Independent-Audit-Package-v4/01-CANONICAL/03-domain.md,0,MIXED/HISTORICAL,YES,YES,,,"Categories observed: PROGRAMME_OFFERING, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,HISTORICAL_EVIDENCE,Examined for potentially meaningful discovery; disposition reflects mixed historical value.
6d3e3cac4ce081f68f15886bf57441ab250ba8f563f1e16a9443d1fe8d1565ed,StudyNexus-Independent-Audit-Package-v4/01-CANONICAL/04-architecture.md,0,MIXED/HISTORICAL,YES,YES,,,"Categories observed: USERS_JOBS, PROGRAMME_OFFERING, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,HISTORICAL_EVIDENCE,Examined for potentially meaningful discovery; disposition reflects mixed historical value.
4dc1c0ce740e3ccf8c15762a5a353bff3072bf1b5df6116a0dda2469c2ad4f69,StudyNexus-Independent-Audit-Package-v4/01-CANONICAL/05-implementation.md,0,MIXED/HISTORICAL,YES,YES,,,"Categories observed: USERS_JOBS, PROGRAMME_OFFERING, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,HISTORICAL_EVIDENCE,Examined for potentially meaningful discovery; disposition reflects mixed historical value.
7269a2e9020715297493b443fa1b9a8a4b8efce7df87848d80021984551a7b31,StudyNexus-Independent-Audit-Package-v4/01-CANONICAL/06-data-acquisition.md,0,MIXED/HISTORICAL,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,HISTORICAL_EVIDENCE,Examined for potentially meaningful discovery; disposition reflects mixed historical value.
8cc01695d694aa8914d639c23a4a4741bb54cb9680e651c66b2f3863f2e670df,StudyNexus-Independent-Audit-Package-v4/01-CANONICAL/README.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: PROGRAMME_OFFERING, TRUST_PROVENANCE, SEARCH_DISCOVERY_SEO",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
2a6c92175b94cc4936591ac321fb357e4878c885d18c651051eeb8863e7158f5,StudyNexus-Independent-Audit-Package-v4/02-PRODUCT-EXPERIENCE/PRODUCT-EXPERIENCE-ARCHITECTURE.md,0,PRODUCT EXPERIENCE,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,PRODUCT_EVIDENCE,Product-journey/UX evidence; hypotheses distinguished from validated user evidence.
bb5dc3555a31ed67cf76a9a7cbf595b61aeb1294aae47599deb7bc9eac987290,StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION/STUDYNEXUS-CANONICAL-REMEDIATION-REPORT.md,0,IMPLEMENTATION,YES,NO,C021,D007,C021: ProgrammeInstance and Campus were later added because abstract Programme conflated concrete campus/delivery/year offerings.,YES,IMPLEMENTATION_ONLY,"Implementation detail; examined for reversals/blockers and model drift, not used as standalone product discovery."
1f612c9471b328d63c6173338501e13cda941c8a07f48efcd20839369fabc828,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/FIELD-PROVENANCE-HOSTILE-REVIEW.md,0,GOVERNANCE/AUDIT,YES,YES,,,"Categories observed: TRUST_PROVENANCE, ADMISSIONS, FUNDING, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION",NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
9bba661f7492371c199519d5a6e331d7ca8951f6fc0307110764f31b5cfbbb2e,StudyNexus-Independent-Audit-Package-v4/05-PRODUCT-STRATEGY/MERGED-AUDIT-OF-STUDYNEXUS-PLAN.md,0,GOVERNANCE/AUDIT,YES,YES,,,"Categories observed: PRODUCT_IDENTITY, USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
c5e2a25710116b819a95035d480be8fa7608dad8185632ee20ec04fadef11922,StudyNexus-Independent-Audit-Package-v4/05-PRODUCT-STRATEGY/README.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: CONTENT_NEWS, SEARCH_DISCOVERY_SEO",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
371305f795c488707fb9deceb0ef0fe049ccc6e8645601b54d567376b9cbf71f,StudyNexus-Independent-Audit-Package-v4/06-DATA-ACQUISITION/README.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: TRUST_PROVENANCE, ADMISSIONS, SEARCH_DISCOVERY_SEO, RECOGNITION_ACCREDITATION",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
83d306f7bdf21ace0f44920e572ce82ae14a7b641ac863b6f7a3a9e407473c9f,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/PRE-IMPLEMENTATION-BASELINE-V2-MANIFEST.md,0,MIXED/HISTORICAL,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE",NO,HISTORICAL_EVIDENCE,Examined for potentially meaningful discovery; disposition reflects mixed historical value.
5fd19d6ee0480db7740b9eb9f01e0b18d5718a6e6272542e5e1d3a00c27cf71c,StudyNexus-Independent-Audit-Package-v4/08-INDEPENDENT-AUDIT-GUIDE/AUDIT-QUESTIONS.md,0,AUDIT GUIDE,YES,NO,,,"Categories observed: USERS_JOBS, PROGRAMME_OFFERING, TRUST_PROVENANCE, ADMISSIONS, FUNDING, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION",NO,METADATA_ONLY,Audit-method material; no independent StudyNexus discovery claim.
000eaaf8f9365a9d88955be8662012a1a9bbcc7066f98103b297aaad0d344c12,StudyNexus-Independent-Audit-Package-v4/08-INDEPENDENT-AUDIT-GUIDE/INDEPENDENT-AUDIT-BRIEF.md,0,AUDIT GUIDE,YES,NO,,,"Categories observed: USERS_JOBS, PROGRAMME_OFFERING, ADMISSIONS, SEARCH_DISCOVERY_SEO",NO,METADATA_ONLY,Audit-method material; no independent StudyNexus discovery claim.
461613324cf828ef9f12eb0578c745011bfa4f18df4d9d7c238c4fbe9e65fa55,StudyNexus-Independent-Audit-Package-v4/MANIFEST.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: TRUST_PROVENANCE, CONTENT_NEWS",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
a99ac38a3c41603e8064fb83c18b6560c3a00a3ec8cb3139e221381ad817f30c,StudyNexus-Independent-Audit-Package-v4/STUDYNEXUS-INDEPENDENT-AUDIT-PACKAGE-V3-REPORT.md,0,MIXED/HISTORICAL,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, CONTENT_NEWS, SEARCH_DISCOVERY_SEO",NO,HISTORICAL_EVIDENCE,Examined for potentially meaningful discovery; disposition reflects mixed historical value.
a1c875f43f482658f042121d96d6c0d69e58738fe1208ad48c6c22a8e5f3b4f9,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/canonical/01-business.md,0,BUSINESS/PRODUCT DISCOVERY,YES,YES,,,"Categories observed: PRODUCT_IDENTITY, USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,PRODUCT_EVIDENCE,Primary historical product/business discovery evidence.
7c15d7598ed812de24a62e50c4845cbe2040e2d96f451eb776eafdebcdf9be8f,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/canonical/02-decisions.md,0,CANONICAL DECISIONS,YES,YES,,,"Categories observed: PRODUCT_IDENTITY, USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,GOVERNANCE_EVIDENCE,Decision-authority evidence; product and technical decisions separated during synthesis.
14ddee79a34c0dc3d1f1eecc89d5383f6ad16ddebda0a3256c8af1b9dcd2d3f3,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/canonical/03-domain.md,0,CANONICAL DOMAIN,YES,YES,,,"Categories observed: TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,DOMAIN_EVIDENCE,Domain-model evidence; concepts/rules extracted without treating tactical model as product fact.
ae09767ab9ee38855d23c50ed3734f0bf644de7f2265ddcedac3913d535b3b6a,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/canonical/04-architecture.md,0,CANONICAL ARCHITECTURE,YES,NO,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,ARCHITECTURE_ONLY,Architecture/technical constraint evidence; checked for accidental product assertions.
76eb73df71a732878a9b4da098b4e713a7285131651b92d69643fb598feb1e70,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/canonical/05-implementation.md,0,IMPLEMENTATION,YES,NO,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,IMPLEMENTATION_ONLY,"Implementation detail; examined for reversals/blockers and model drift, not used as standalone product discovery."
bc92ee668e58562aac01fad4ece269eabe5222126de0a75d4ca3d477d09af9c5,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/canonical/06-data-acquisition.md,0,DATA ACQUISITION/TRUST,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,TECHNICAL_CONSTRAINT,Contains technical pipeline plus durable trust/provenance rules; those product/business implications were extracted separately.
dba3e5acba5fca8202c2e9b5cdae944af55b582ffedfcf3e4904f07a85722c68,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/README.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, SEARCH_DISCOVERY_SEO",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
39b65737044882254a46fca3d919e2d5c4d850f1281220fe98e396709becf58e,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/00-ORIENTATION/AUTHORITY-HIERARCHY.md,4,META/ORIENTATION,YES,NO,,,"Categories observed: USERS_JOBS, PROGRAMME_OFFERING, TRUST_PROVENANCE, SEARCH_DISCOVERY_SEO",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
09d61d48aa048c4b7c6ab9f733ef1b767935cfde024f9d62711d3e91245222da,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/canonical/02-decisions.md,4,CANONICAL DECISIONS,YES,YES,,,"Categories observed: PRODUCT_IDENTITY, USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,GOVERNANCE_EVIDENCE,Decision-authority evidence; product and technical decisions separated during synthesis.
ae3884330189a44797690b28c25d4893fc724f612edcf244c33b649bf86d58de,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/canonical/03-domain.md,4,CANONICAL DOMAIN,YES,YES,,,"Categories observed: PROGRAMME_OFFERING, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,DOMAIN_EVIDENCE,Domain-model evidence; concepts/rules extracted without treating tactical model as product fact.
86f7c911d708546e42481e2831a7529bbaa529f6ca3e9432fa6194b9730229cb,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/canonical/04-architecture.md,0,CANONICAL ARCHITECTURE,YES,NO,,,"Categories observed: USERS_JOBS, PROGRAMME_OFFERING, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,ARCHITECTURE_ONLY,Architecture/technical constraint evidence; checked for accidental product assertions.
c88ede21c0c085ee162e6f8f2c6ad621950766aa68146c429340cd3552ba8641,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/canonical/05-implementation.md,0,IMPLEMENTATION,YES,NO,,,"Categories observed: USERS_JOBS, PROGRAMME_OFFERING, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,IMPLEMENTATION_ONLY,"Implementation detail; examined for reversals/blockers and model drift, not used as standalone product discovery."
8cc1e158b5e3933b3f96f6e4aafbcf679c92643593b5c9d04825618171f8e84d,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/canonical/06-data-acquisition.md,1,DATA ACQUISITION/TRUST,YES,YES,,,"Categories observed: USERS_JOBS, PROGRAMME_OFFERING, TRUST_PROVENANCE, ADMISSIONS, FUNDING, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,TECHNICAL_CONSTRAINT,Contains technical pipeline plus durable trust/provenance rules; those product/business implications were extracted separately.
b6ebaf6e6501965ab219d2f3ceb3de7d3d51c9ebb6b0e1454b02e1226d54e680,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/GLOSSARY.md,4,MIXED/HISTORICAL,YES,YES,,,"Categories observed: PROGRAMME_OFFERING, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION",NO,HISTORICAL_EVIDENCE,Examined for potentially meaningful discovery; disposition reflects mixed historical value.
b73286d559ef25d3c76adc091092b4e1fec24f4ef8352a391c91acd73db45021,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/governance/ADVERSARIAL-DECISION-REVIEW.md,4,GOVERNANCE/AUDIT,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
b244f0578243c27193a583d884806b6a001a2f47a692b160cfc7a07c7f35d482,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/governance/CANONICAL-CONSISTENCY-AUDIT.md,4,GOVERNANCE/AUDIT,YES,YES,,,"Categories observed: TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
969405471e70428a343fa87c94f939130e87ed983b62ab893b94e8b321ac063c,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/governance/CANONICAL-UPDATE-REPORT.md,4,META/ORIENTATION,YES,NO,,,"Categories observed: TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
16ce463b7c9c047d0215a24f96ce70b1762e50e4369128e45d5e6cf878a2c18b,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/governance/DISCOVERY-CLOSURE.md,4,GOVERNANCE/AUDIT,YES,YES,C032 | C041 | C042 | C065,D009 | D010,"C032: Typesense serves V1 public discovery while PostgreSQL is canonical detail/source data in V4.6. || C041: Public scholarship landing/detail/search pages were deferred to Phase 2 in first vertical slice, with entity/admin and inline related scholarship data in slice. || C042: Original first vertical slice deferred examination/resource discovery to Phase 2+.",NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
780280921a57f5f094584c80852f510fbaafb3da3deaa9462cdfb7e592fe5abd,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/governance/FOUNDATIONAL-DECISIONS-BRIEF.md,4,GOVERNANCE/AUDIT,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
59bf727f59079413e9f84e9185beaaac86b2ee7425571003af20a7ad97e34450,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/MANIFEST.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: USERS_JOBS, PROGRAMME_OFFERING, TRUST_PROVENANCE, ADMISSIONS, SEARCH_DISCOVERY_SEO",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
74fc59c6ccf6b08a7ea9265d7f845395fc78f3d8ac47d9b89a3a5a7a129bff46,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/FIRST-VERTICAL-SLICE-UX.md,4,PRODUCT EXPERIENCE,YES,YES,,,"Categories observed: USERS_JOBS, PROGRAMME_OFFERING, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, SEARCH_DISCOVERY_SEO, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,PRODUCT_EVIDENCE,Product-journey/UX evidence; hypotheses distinguished from validated user evidence.
829ae23a3ae3589a04952068b99fdb223ebc6d1bfdc3f1c33214bbdbd79e6184,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/PRODUCT-EXPERIENCE-ARCHITECTURE.md,4,PRODUCT EXPERIENCE,YES,YES,C054 | C055,,C054: Product experience document explicitly identifies critical MVP unknowns requiring real user research. || C055: Corpus contains no documented completed customer interviews/surveys/usability studies; references are mostly proposed future research.,NO,PRODUCT_EVIDENCE,Product-journey/UX evidence; hypotheses distinguished from validated user evidence.
cff3b2ea4409afa97af6c4f7778f49e8c13ce6a50eddde4b32d423ec6dc091e6,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/PRODUCT-EXPERIENCE-DISCOVERY.md,4,PRODUCT EXPERIENCE,YES,YES,C053,,C053: Programme Discovery was prioritized as the highest-priority public journey and first vertical slice focuses programme search → programme detail → institution/admission context.,NO,PRODUCT_EVIDENCE,Product-journey/UX evidence; hypotheses distinguished from validated user evidence.
d03eff1d98ad1a584e4106b218626a2b887389fa16f24aef84546dc33837393d,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/README.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: PROGRAMME_OFFERING, TRUST_PROVENANCE, ADMISSIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
2e4de7f0386af59074116d114a600969352d1c246af05385bdfba7ac9b88cc24,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/04-architecture.md,3,CANONICAL ARCHITECTURE,YES,NO,C034 | C058 | C059,,C034: Search projections must be rebuildable from PostgreSQL canonical data. || C058: PostgreSQL is canonical source of truth; Typesense is a derived search serving/projection mechanism. || C059: StudyNexus is a modular monolith using Laravel/LBC; microservices are not the current system design.,NO,ARCHITECTURE_ONLY,Architecture/technical constraint evidence; checked for accidental product assertions.
17021ba7a48f27c602b2bbedc75b7d169dbe81961c723974a025e3ad000ecce6,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/05-implementation.md,0,IMPLEMENTATION,YES,NO,,,"Categories observed: USERS_JOBS, PROGRAMME_OFFERING, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,IMPLEMENTATION_ONLY,"Implementation detail; examined for reversals/blockers and model drift, not used as standalone product discovery."
b5afcb3d91c5b3b505007b0131042e6f8e16f49d25d739e08823d40c821acac4,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/MANIFEST.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: USERS_JOBS, PROGRAMME_OFFERING, TRUST_PROVENANCE, ADMISSIONS, SEARCH_DISCOVERY_SEO",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
6453a7dbeb042318228381acbec6b124d92844350585c418180b2f9c3985a7f6,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/README.md,1,META/ORIENTATION,YES,NO,,,"Categories observed: PROGRAMME_OFFERING, TRUST_PROVENANCE, ADMISSIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
d8922de90048557b427c2f35457fea1ee4afde926b20b32ff185050f11589acb,StudyNexus-V4.4-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/05-implementation.md,1,IMPLEMENTATION,YES,NO,,,"Categories observed: USERS_JOBS, PROGRAMME_OFFERING, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,IMPLEMENTATION_ONLY,"Implementation detail; examined for reversals/blockers and model drift, not used as standalone product discovery."
76536eafd60713e17a90b1d1a9dff9a068fed4d40d95c94c7e61514386381eac,StudyNexus-V4.4-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/06-data-acquisition.md,1,DATA ACQUISITION/TRUST,YES,YES,,,"Categories observed: USERS_JOBS, PROGRAMME_OFFERING, TRUST_PROVENANCE, ADMISSIONS, FUNDING, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,TECHNICAL_CONSTRAINT,Contains technical pipeline plus durable trust/provenance rules; those product/business implications were extracted separately.
71d64fd1ee594501407b1619aa08e55fa0199e4e8f42506e77c4d2bc2883091c,StudyNexus-V4.4-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/MANIFEST.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, RECOGNITION_ACCREDITATION",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
1ea0739a8f39acbbfa9e81610ccb7a751df004d7fde478029e5b9671b8f2e335,StudyNexus-V4.5-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/MANIFEST.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
d46a9effa374eeca5848385c1ed929126f1844dc439e8af11c93b638e4fdb0fa,StudyNexus-V4.5-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/README.md,1,META/ORIENTATION,YES,NO,,,"Categories observed: PROGRAMME_OFFERING, TRUST_PROVENANCE, ADMISSIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
