path,directory,filename,bytes,words,extension,depth,readable,is_empty,sha256,exact_duplicate_group_size,duplicate_representative,is_exact_duplicate_copy,near_duplicate_cluster,unique_document_disposition,semantic_examination_status,headings
StudyNexus-Independent-Audit-Package-v4/02-PRODUCT-EXPERIENCE/FIRST-VERTICAL-SLICE-UI.md,StudyNexus-Independent-Audit-Package-v4/02-PRODUCT-EXPERIENCE,FIRST-VERTICAL-SLICE-UI.md,55015,4302,.md,2,TRUE,FALSE,a1b3e5dd59e48a7ab173bd3139020be51428c335990f5148fc2fd76dd694e9ba,3,StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE/FIRST-VERTICAL-SLICE-UI.md,TRUE,,PRODUCT_EVIDENCE,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,StudyNexus — First Vertical Slice Visual UI Specification | 1. Resolved UX Decisions | 2. Visual Design Direction | 2.1 Visual Personality | 2.2 Design Principles | 3. Design Tokens | 3.1 Color | Semantic Color Roles
StudyNexus-Independent-Audit-Package-v4/02-PRODUCT-EXPERIENCE/FIRST-VERTICAL-SLICE-UX.md,StudyNexus-Independent-Audit-Package-v4/02-PRODUCT-EXPERIENCE,FIRST-VERTICAL-SLICE-UX.md,51755,5787,.md,2,TRUE,FALSE,9bab280b9983c6225af616da0de7a8a66a042bdb701b6141466eda8bc33b928b,3,StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE/FIRST-VERTICAL-SLICE-UX.md,TRUE,ND-003,PRODUCT_EVIDENCE,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,StudyNexus — First Vertical Slice UX Specification | 1. Slice Objective | 2. Target User | 3. User Problem | 4. Success Criteria | 5. Entry Points | 6. User Flows | Flow 1 — Targeted Search (most common)
StudyNexus-Independent-Audit-Package-v4/02-PRODUCT-EXPERIENCE/PRODUCT-EXPERIENCE-ARCHITECTURE.md,StudyNexus-Independent-Audit-Package-v4/02-PRODUCT-EXPERIENCE,PRODUCT-EXPERIENCE-ARCHITECTURE.md,92691,11215,.md,2,TRUE,FALSE,2a6c92175b94cc4936591ac321fb357e4878c885d18c651051eeb8863e7158f5,1,StudyNexus-Independent-Audit-Package-v4/02-PRODUCT-EXPERIENCE/PRODUCT-EXPERIENCE-ARCHITECTURE.md,FALSE,ND-014,PRODUCT_EVIDENCE,YES,StudyNexus — Product Experience Architecture | 1. Product Experience Map | 1.1 Top-Level Experience Domains | 1.2 Experience Flow Model | 2. User Types | 2.1 Primary Users (MVP) | Prospective Student (SS3 / Secondary School Graduate) | Undergraduate Student
StudyNexus-Independent-Audit-Package-v4/02-PRODUCT-EXPERIENCE/PRODUCT-EXPERIENCE-DISCOVERY.md,StudyNexus-Independent-Audit-Package-v4/02-PRODUCT-EXPERIENCE,PRODUCT-EXPERIENCE-DISCOVERY.md,63696,7291,.md,2,TRUE,FALSE,c1b7d7aeec13283a87a4104c37d43cd1a686b9bced49dc6fe10f012f30b29d34,2,StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE/PRODUCT-EXPERIENCE-DISCOVERY.md,TRUE,ND-004,PRODUCT_EVIDENCE,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,StudyNexus — Product Experience & UI/UX Discovery Report | 1. Executive Conclusion | 2. Primary Users | 3. Primary User Journeys | Journey 1: Programme Discovery (HIGHEST PRIORITY) | Journey 2: Institution Discovery | Journey 3: Scholarship Discovery | Journey 4: Compare Programmes/Institutions
StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION/05-implementation-RECONCILIATION-PROPOSAL.md,StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION,05-implementation-RECONCILIATION-PROPOSAL.md,36336,4099,.md,2,TRUE,FALSE,b8c807e714a0229a28b1cc82190226206e2a5dac044997a8bd4ed011f9142bbb,2,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/05-implementation-RECONCILIATION-PROPOSAL.md,TRUE,,GOVERNANCE_EVIDENCE,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,05-implementation.md Reconciliation Proposal | Change Classification Legend | CRITICAL Changes (7) | Change 1: ScholarshipStatus Enum Values | Change 2: InformationSource Status — Rename and Replace Values | Change 3: EligibilityPolicy Ownership — Change belongsTo Target | Change 4: AdmissionCycle Ownership — Change belongsTo Target | Change 5: AccreditationRecord Ownership — Change to Polymorphic Accreditable
StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION/IMPLEMENTATION-MODEL-RECONCILIATION.md,StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION,IMPLEMENTATION-MODEL-RECONCILIATION.md,30177,2842,.md,2,TRUE,FALSE,6aba954e4be3a969710e8e9d2e353aac8407540c8a3cf878af2df3dbea38e472,2,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-MODEL-RECONCILIATION.md,TRUE,,IMPLEMENTATION_ONLY,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,Implementation Model Reconciliation | 1. Entities (11) — Reconciled | 1.1 Aggregate Roots (5) | Educational Institution | Programme | Scholarship | Admission Cycle | Information Source
StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-AUDIT.md,StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION,IMPLEMENTATION-PLAN-AUDIT.md,56139,6729,.md,2,TRUE,FALSE,3d91d88d8f5aa4d4a36fa6f3f62c75e351ceb506bce26275cf23150e755b0387,2,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-AUDIT.md,TRUE,,IMPLEMENTATION_ONLY,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,StudyNexus — Implementation Plan Hostile Audit | 1. Executive Verdict | 2. Baseline Conformance | 2.1 Critical Contradictions | C1: Institution Lifecycle States Contradict Canonical | C2: InstitutionType Enum Has 6 Values; Canonical Has 4 | C3: Missing InstitutionStatus Enum | C4: Missing is_published and published_at on Institution
StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-CORRECTION-REPORT.md,StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION,IMPLEMENTATION-PLAN-CORRECTION-REPORT.md,20088,2210,.md,2,TRUE,FALSE,fc14db8d959ce51fb25283791022a57d768611f18930c9f829a21ce8b5e560ba,2,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-CORRECTION-REPORT.md,TRUE,,IMPLEMENTATION_ONLY,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,StudyNexus — Implementation Plan Correction Report | Methodology | Finding 1 — Institution Lifecycle States | Finding 2 — Institution Type Values | Finding 3 — Publication vs Domain Lifecycle | Finding 4 — Programme Lifecycle States | Finding 5 — Scholarship Status Missing Draft | Finding 6 — Non-Canonical Actions
StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-FINAL-AUDIT.md,StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION,IMPLEMENTATION-PLAN-FINAL-AUDIT.md,17561,1846,.md,2,TRUE,FALSE,59cb79c88cf575fe7f5215a2cd11698d0decda4c24d87f73ca43862a0e3885c4,2,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-FINAL-AUDIT.md,TRUE,,IMPLEMENTATION_ONLY,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,StudyNexus — Implementation Plan Final Audit | 1. Baseline Conformance | 2. Table Inventory | 3. Migration Dependencies | 4. UX/UI Conformance | 5. Domain/Lifecycle Conformance | 6. Seed Data Coverage | 7. Test Coverage
StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-FINAL-CLEANUP-REPORT.md,StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION,IMPLEMENTATION-PLAN-FINAL-CLEANUP-REPORT.md,10324,1273,.md,2,TRUE,FALSE,fd1c9c52ed274924bca012fda2ea24350c5675d9a2e4c14e69bcf39aafb8a9b9,2,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-FINAL-CLEANUP-REPORT.md,TRUE,,IMPLEMENTATION_ONLY,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,StudyNexus — Implementation Plan Final Cleanup Report | Corrections Applied | Correction 1 — Discipline PK Type | Correction 2 — InformationCategory Enum | Correction 3 — Contract-Freeze Gate | Consistency Check Results | Confirmation: No Architectural Decisions Changed | Confirmation: V2 Baseline Remains Untouched
StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION/IMPLEMENTATION-PLAN.md,StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION,IMPLEMENTATION-PLAN.md,90465,8802,.md,2,TRUE,FALSE,cf4fb8d47c8b1018f1a7c6d41b37050c332bf9637722dc9b794285f3f4c501ef,2,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN.md,TRUE,,IMPLEMENTATION_ONLY,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,StudyNexus — Implementation Plan (Corrected) | Conventions Used Throughout | Section 1 — Project Bootstrap | 1.1 Laravel Project Creation | 1.2 Directory Structure (Laravel Beyond CRUD) | 1.3 Initial Configuration | Section 2 — Package Installation and Verification | 2.1 Core Framework Packages
StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION/STUDYNEXUS-CANONICAL-REMEDIATION-REPORT.md,StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION,STUDYNEXUS-CANONICAL-REMEDIATION-REPORT.md,14427,1895,.md,2,TRUE,FALSE,bb5dc3555a31ed67cf76a9a7cbf595b61aeb1294aae47599deb7bc9eac987290,1,StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION/STUDYNEXUS-CANONICAL-REMEDIATION-REPORT.md,FALSE,,IMPLEMENTATION_ONLY,YES,StudyNexus Canonical Remediation Report | Executive Summary | Claim Verification Matrix | Remediation Details | FIX 1: Align 05-implementation.md with 03-domain.md (BLOCKER) | FIX 2: Resolve ADR-6 Search Architecture Violation (BLOCKER) | FIX 3: Add ProgrammeInstance + Campus Entities (BLOCKER — Design Addition) | FIX 4: Fix Governance + Visibility Contradiction (HIGH)
StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/ADVERSARIAL-DECISION-REVIEW.md,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE,ADVERSARIAL-DECISION-REVIEW.md,132336,17708,.md,2,TRUE,FALSE,5a62bf40af2041a22ac3f5169e34455dc005ff032aed66ad0b5195fdd304431c,2,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/ADVERSARIAL-DECISION-REVIEW.md,TRUE,ND-005,GOVERNANCE_EVIDENCE,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,StudyNexus — Adversarial Decision Review | PART 1 — REOPEN THE FIVE DECISIONS | 1.1 BD-1 — Residual UUID Question | 1.2 BD-3 — AdmissionCycle Phase Storage | 1.3 BD-5 — External Identifier Model | 1.4 ND-5 — InformationSource Classification | 1.5 ND-4 — Provenance Model | PART 2 — SPECIAL SCRUTINY OF BD-1
StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/BASELINE-RECONCILIATION-AUDIT.md,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE,BASELINE-RECONCILIATION-AUDIT.md,49857,5648,.md,2,TRUE,FALSE,c52ccbe8b468bb5c76494afdfc52ef81c109d146b1bdd0465231fcfdfa29af1f,2,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/BASELINE-RECONCILIATION-AUDIT.md,TRUE,,GOVERNANCE_EVIDENCE,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,Baseline Reconciliation Audit | Summary Statistics | CRITICAL Findings (7) | F-C01: ScholarshipStatus enum values differ completely | F-C02: InformationSource lifecycle differs fundamentally | F-C03: EligibilityPolicy ownership differs | F-C04: AdmissionCycle ownership differs | F-C05: AccreditationRecord ownership differs
StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/CANONICAL-AMENDMENT-REPORT.md,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE,CANONICAL-AMENDMENT-REPORT.md,12695,1494,.md,2,TRUE,FALSE,95c8a3fc49a889cf83fada2239bf2cb4c7165775924312a07c928dc6fccb8401,7,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-AMENDMENT-REPORT.md,TRUE,ND-006,GOVERNANCE_EVIDENCE,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,"StudyNexus — Canonical Amendment Report | 1. Files Modified | 2. Exact Amendments Applied | 2.1 Foundational Decisions (BD-1, BD-3, BD-5, ND-5, ND-4) | 2.2 Schema Changes | 2.3 Enum Alignments | 2.4 Implementation Specifications Added | 3. Decisions Reflected"
StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/CANONICAL-AUTHORITY-MATRIX.md,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE,CANONICAL-AUTHORITY-MATRIX.md,9343,1186,.md,2,TRUE,FALSE,5aa306d9f3eafa06f900633c6a1dfdaaf3e8a1d846e005d9d4230c492f7dcad7,2,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-AUTHORITY-MATRIX.md,TRUE,,GOVERNANCE_EVIDENCE,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,Canonical Authority Matrix | Governing Principle | Authority Assignments | Tier 1: Primary Authority (Single Document Governs) | Tier 2: Subordinate Authority (Governed by Tier 1 for Domain Concepts) | Conflict Resolution Protocol | Step 1: Identify the Category | Step 2: Check Authority Matrix
StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/CANONICAL-CONSISTENCY-AUDIT.md,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE,CANONICAL-CONSISTENCY-AUDIT.md,20262,1694,.md,2,TRUE,FALSE,0939f0c1a439373453ff4cb26ceecbaf53f3fe65efda48820973acdc758c97a2,2,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-CONSISTENCY-AUDIT.md,TRUE,,GOVERNANCE_EVIDENCE,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,StudyNexus — Canonical Consistency Audit (Post-Amendment) | 1. Audit Methodology | 2. Terminology Consistency | 3. Entity Consistency | 3.1 Aggregate Roots (5) | 3.2 Child Entities (3) | 3.3 Supporting Entities (3) | 3.4 Infrastructure Entities (2)
StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/CANONICAL-UPDATE-REPORT.md,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE,CANONICAL-UPDATE-REPORT.md,15525,1916,.md,2,TRUE,FALSE,3349b8b317edc674d09dbc14dcc3d05d453c401f6b5408b84a1c0799c032aeea,3,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-UPDATE-REPORT.md,TRUE,ND-007,GOVERNANCE_EVIDENCE,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,StudyNexus — Canonical Update Report | 1. The 12 Changes Applied | 2. Documents Affected | 3. Cross-References Updated | 4. Final Canonical Counts | 5. Final Platform Versions | 6. Final Product Scope | 7. Final Acquisition Boundary
StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/DISCOVERY-CLOSURE.md,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE,DISCOVERY-CLOSURE.md,36718,4575,.md,2,TRUE,FALSE,38a7fd221b4773f59b70b868c985d6ae350497f34aae105a91c968d614884cb1,3,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/DISCOVERY-CLOSURE.md,TRUE,ND-008,GOVERNANCE_EVIDENCE,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,StudyNexus — Final Discovery Closure & Implementation Readiness Gate | 1. Final Decision Triage | 2. Publication Modeling — Final Check | State Separation (Explicit) | Republishing Semantics | Verdict: APPROVE | 3. Cut-Off History — Final Check | Scenario Analysis
StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/external-identifiers-status-vs-validity.md,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE,external-identifiers-status-vs-validity.md,23454,3004,.md,2,TRUE,FALSE,3bf3c053e577a3bd55128f5f8332b4c5b6cf2e2acb1fc95d293c0e14e149ee2b,2,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/external-identifiers-status-vs-validity-hostile-review.md,TRUE,,GOVERNANCE_EVIDENCE,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,"HOSTILE ARCHITECTURE REVIEW: external_identifiers status vs. validity | 1. Current Schema (ADR-DL1 Final) | 2. Exact Column Semantics (As-Designed vs. As-Needed) | 3. Adversarial State Construction | State 1: `status='active'`, `valid_until` in the past | State 2: `status='retired'`, `valid_until=NULL` | State 3: `status='superseded'`, `valid_until` in the future | State 4: `status='active'`, `valid_from` in the future"
StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/FIELD-PROVENANCE-HOSTILE-REVIEW.md,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE,FIELD-PROVENANCE-HOSTILE-REVIEW.md,27249,3672,.md,2,TRUE,FALSE,1f612c9471b328d63c6173338501e13cda941c8a07f48efcd20839369fabc828,1,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/FIELD-PROVENANCE-HOSTILE-REVIEW.md,FALSE,,GOVERNANCE_EVIDENCE,YES,Hostile Architecture Review: field_provenance EAV Risk | 3A. Is field_provenance secretly EAV? | 3A.1 Why field_provenance is NOT canonical EAV | 3A.2 What operations are allowed to read from it? | 3A.3 Can it become a second source of truth? | 3A.4 Does field_name need an application/domain-level whitelist? | 3A.5 How are typed values represented? | 3A.6 What happens if the canonical field representation changes?
StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/FINAL-LINEAGE-SEMANTICS-RESOLUTION.md,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE,FINAL-LINEAGE-SEMANTICS-RESOLUTION.md,38186,4546,.md,2,TRUE,FALSE,aa4f2cded2f1b917dd23098df63c8db649fa6cfb760f1fb075550706b1b0b45a,8,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/FINAL-LINEAGE-SEMANTICS-RESOLUTION.md,TRUE,,GOVERNANCE_EVIDENCE,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,StudyNexus — Final Lineage Semantics Resolution | 1. Executive Verdict | GO FOR CANONICAL AMENDMENT | Resolutions Summary | 2. Editorial Provenance Decision | The Question | Domain Reasoning | Four-Way Evaluation
StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/FINAL-TARGETED-SCHEMA-PROVENANCE-HOSTILE-REVIEW.md,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE,FINAL-TARGETED-SCHEMA-PROVENANCE-HOSTILE-REVIEW.md,43174,5126,.md,2,TRUE,FALSE,128459465c6a84bdd92f5d660d22788a40b2b2aef05f0084038278a44b35de97,7,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FINAL-TARGETED-SCHEMA-PROVENANCE-HOSTILE-REVIEW.md,TRUE,ND-009,GOVERNANCE_EVIDENCE,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,StudyNexus — Final Targeted Schema + Provenance Hostile Review | 1. Executive Verdict | VERDICT: GO FOR CANONICAL AMENDMENT THEN MIGRATION | Finding Summary | Unresolved Design Decisions | 2. Previous Audit Findings Revalidated | 3. Field Provenance Hostile Review | 3A. EAV Risk Analysis
StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE,FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md,67039,9052,.md,2,TRUE,FALSE,0f625e66d9f6b35a0569854a71ac482de28d0cc2686f5e9676dd1b93d1fc91ce,7,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md,TRUE,ND-010,GOVERNANCE_EVIDENCE,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,Foundational Decisions — Adversarial Review | Executive Verdict | BD-1 — Primary-Key / Identity Strategy | Recommendation Challenged | Strongest Argument Supporting It | BD-1A — External Data Acquisition | Does canonical PK solve source identity problems? | What mechanism should solve source identity?
StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/FOUNDATIONAL-DECISIONS-BRIEF.md,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE,FOUNDATIONAL-DECISIONS-BRIEF.md,68529,8391,.md,2,TRUE,FALSE,47ca0be904cdbcb54e536d9c06cb307b5f2a1303f278751f2406223ef37f3c07,2,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FOUNDATIONAL-DECISIONS-BRIEF.md,TRUE,ND-011,GOVERNANCE_EVIDENCE,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,Foundational Decisions Brief | Decision Inventory | BD-1 — Primary-Key Strategy | 1. Current Evidence | Where UUID is mentioned and what it is used for | Where bigint is mentioned | Where PK type is unstated | Slug usage
StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/PRE-IMPLEMENTATION-BASELINE-REPORT.md,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE,PRE-IMPLEMENTATION-BASELINE-REPORT.md,6305,729,.md,2,TRUE,FALSE,2605abb52242ed2eb90a8a260c7a0aee9f925bd3098b7fa716906963aa01ead1,3,PRE-IMPLEMENTATION-BASELINE-REPORT.md,TRUE,,METADATA_ONLY,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,StudyNexus — Pre-Implementation Baseline Report | 1. Baseline Location | 2. Canonical Documents: 6 | 3. Product Experience / UX / UI Documents: 3 | 4. Governance Documents: 2 | 5. Archived Files: 31 | 6. Total Files Preserved: 43 | 7. ZIP Archive
StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/RECONCILIATION-DECISION-AUDIT.md,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE,RECONCILIATION-DECISION-AUDIT.md,39718,4952,.md,2,TRUE,FALSE,c0f9a0334d0b2d1ffae96b2410236cc97b4b7faa63c9033be70f51e38135fa1c,2,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/RECONCILIATION-DECISION-AUDIT.md,TRUE,,GOVERNANCE_EVIDENCE,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,"Reconciliation Decision Audit — Second-Order Analysis | 1. Primary-Key / Identity Audit | 1.1 Are canonical entity primary keys defined? | 1.2 Is the strategy bigint, UUID, ULID, natural key, or something else? | 1.3 Is there a distinction between internal database identity and public-facing identifiers? | 1.4 Are external/source identifiers being used as canonical identity anywhere? | 1.5 How are external acquisition IDs mapped to canonical entities? | 1.6 What IDs are used in foreign keys?"
StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/RECONCILIATION-EXECUTIVE-SUMMARY.md,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE,RECONCILIATION-EXECUTIVE-SUMMARY.md,14231,1797,.md,2,TRUE,FALSE,a1ead90abbac894a14cda279d33f5584abd02d9b30975b8d2deb713ff6012268,2,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/RECONCILIATION-EXECUTIVE-SUMMARY.md,TRUE,,GOVERNANCE_EVIDENCE,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,Reconciliation Executive Summary | 1. How Many Contradictions Confirmed? | 2. How Many False Positives? | 3. How Many Already Resolved? | 4. How Many Require Document Changes? | 5. How Many Require Human Architectural Decisions? | 6. Which Documents Need Changes? | 7. Is 05-implementation.md the Primary Correction Target?
StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/SECOND-ORDER-ARCHITECTURE-REVIEW.md,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE,SECOND-ORDER-ARCHITECTURE-REVIEW.md,75337,9059,.md,2,TRUE,FALSE,dc2e37f8cdc76a14a61bece90eb68f67e65637af0c9befdbb45d111d6176a6cc,8,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/SECOND-ORDER-ARCHITECTURE-REVIEW.md,TRUE,,GOVERNANCE_EVIDENCE,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,Second-Order Architectural Review | Table of Contents | 1. Executive Verdict | 2. Decision Audit | 3. Primary Key Architecture | Analysis | Comparison | Is there ANY legitimate reason for disciplines to retain UUIDs?
StudyNexus-Independent-Audit-Package-v4/05-PRODUCT-STRATEGY/MERGED-AUDIT-OF-STUDYNEXUS-PLAN.md,StudyNexus-Independent-Audit-Package-v4/05-PRODUCT-STRATEGY,MERGED-AUDIT-OF-STUDYNEXUS-PLAN.md,147251,18547,.md,2,TRUE,FALSE,9bba661f7492371c199519d5a6e331d7ca8951f6fc0307110764f31b5cfbbb2e,1,StudyNexus-Independent-Audit-Package-v4/05-PRODUCT-STRATEGY/MERGED-AUDIT-OF-STUDYNEXUS-PLAN.md,FALSE,,GOVERNANCE_EVIDENCE,YES,StudyNexus Pre-Implementation Baseline — Final Verdict | Q1: Is the baseline internally consistent? | Q2: Is the domain model sufficiently defined? | Q3: Are the major business rules sufficiently defined? | Q4: Is the data authority/source-of-truth model clear? | Q5: Is identity/versioning sufficiently defined? | Q6: Are domain boundaries sufficiently justified? | Q7: Is the architecture consistent with Laravel Beyond CRUD?
StudyNexus-Independent-Audit-Package-v4/05-PRODUCT-STRATEGY/PRODUCT-DISCOVERY-CHALLENGE.md,StudyNexus-Independent-Audit-Package-v4/05-PRODUCT-STRATEGY,PRODUCT-DISCOVERY-CHALLENGE.md,60752,7580,.md,2,TRUE,FALSE,167f7c10fe1b72837a6318c791a3d9c1642846648ce4664824473a5a17de688c,2,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/PRODUCT-DISCOVERY-CHALLENGE.md,TRUE,,GOVERNANCE_EVIDENCE,REPRESENTED_BY_EXAMINED_BYTE_UNIQUE_DOCUMENT,StudyNexus — Product Discovery Challenge & Canonical Boundary Review | 1. Critical Inconsistency Discovered | 1.1 ProgrammeStatus / InstitutionStatus Mismatch | 2. Confirmed Architectural Constraints | 3. Challenge GAP-1: Publication Status | 3.1 Analysis of Distinct State Concepts | 3.2 Why These Must Not Collapse Into One Field | 3.3 Smallest Correct Model
StudyNexus-Independent-Audit-Package-v4/05-PRODUCT-STRATEGY/README.md,StudyNexus-Independent-Audit-Package-v4/05-PRODUCT-STRATEGY,README.md,1583,187,.md,2,TRUE,FALSE,c5e2a25710116b819a95035d480be8fa7608dad8185632ee20ec04fadef11922,1,StudyNexus-Independent-Audit-Package-v4/05-PRODUCT-STRATEGY/README.md,FALSE,,METADATA_ONLY,YES,StudyNexus — Product Strategy & Competitive Research | Contents | How to Use This Material | Key Competitors Researched | Global | Africa / Nigeria
